Version	ATC-Code	ATC-Bedeutung	DDD-Info
2025	L01FF12	Serplulimab	
2025	L01FF13	Toripalimab	
2025	L01FF14	Camrelizumab	
2025	L01FF15	Envafolimab	
2025	L01FG  	VEGF/VEGFR (Vaskulärer endothelialer Wachstumsfaktor/-Rezeptor)-Inhibitoren	
2025	L01FG01	Bevacizumab	45 mg P 
2025	L01FG02	Ramucirumab	40 mg P 
2025	L01FX  	Andere monoklonale Antikörper und Antikörper-Wirkstoff-Konjugate	
2025	L01FX01	Edrecolomab	
2025	L01FX02	Gemtuzumab ozogamicin	2,1 mg P 
2025	L01FX03	Catumaxomab	21 mcg P 
2025	L01FX04	Ipilimumab	4,52 mg P 
2025	L01FX05	Brentuximab vedotin	6 mg P 
2025	L01FX06	Dinutuximab beta	2,6 mg P Kinder DDD 
2025	L01FX07	Blinatumomab	17 mcg P 
2025	L01FX08	Elotuzumab	50 mg P 
2025	L01FX09	Mogamulizumab	5 mg P 
2025	L01FX10	Olaratumab	0,1 g P 
2025	L01FX11	Bermekimab	
2025	L01FX12	Tafasitamab	60 mg P 
2025	L01FX13	Enfortumab vedotin	9,4 mg P 
2025	L01FX14	Polatuzumab vedotin	6 mg P 
2025	L01FX15	Belantamab mafodotin	8,3 mg P 
2025	L01FX16	Oportuzumab monatox	
2025	L01FX17	Sacituzumab govitecan	67 mg P 
2025	L01FX18	Amivantamab	75 mg P 
2025	L01FX19	Sabatolimab	
2025	L01FX20	Tremelimumab	10,7 mg P Leberzellkarzinom; 3,5 mg P nicht-kleinzelliges Lungenkarzinom 
2025	L01FX21	Naxitamab	
2025	L01FX22	Loncastuximab tesirin	0,25 mg P 
2025	L01FX23	Tisotumab vedotin	
2025	L01FX24	Teclistamab	15 mg P 
2025	L01FX25	Mosunetuzumab	1,8 mg P 
2025	L01FX26	Mirvetuximab soravtansin	18 mg P 
2025	L01FX27	Epcoritamab	1,7 mg P 
2025	L01FX28	Glofitamab	1,43 mg P 
2025	L01FX29	Talquetamab	4 mg P 
2025	L01FX31	Zolbetuximab	51,4 mg P 
2025	L01FX32	Elranatamab	5,43 mg P 
2025	L01FX33	Tarlatamab	
2025	L01FX34	Odronextamab	
2025	L01FX35	Datopotamab deruxtecan	
2025	L01FX36	Patritumab deruxtecan	
2025	L01FX37	Linvoseltamab	
2025	L01FY  	Kombinationen von monoklonalen Antikörpern und Antikörper-Wirkstoff-Konjugaten	
2025	L01FY01	Pertuzumab und Trastuzumab	Standarddosis: 0,048 DE P 
2025	L01FY02	Nivolumab und Relatlimab	
2025	L01FY03	Prolgolimab und Nurulimab	
2025	L01X   	ANDERE ANTINEOPLASTISCHE MITTEL	
2025	L01XA  	Platin-haltige Verbindungen	
2025	L01XA01	Cisplatin	6,75 mg P 
2025	L01XA02	Carboplatin	25 mg P 
2025	L01XA03	Oxaliplatin	11 mg P 
2025	L01XA04	Satraplatin	
2025	L01XA05	Polyplatillen	
2025	L01XB  	Methylhydrazine	
2025	L01XB01	Procarbazin	
2025	L01XD  	Sensibilisatoren für die photodynamische/Radio-Therapie	
2025	L01XD01	Porfimer natrium	
2025	L01XD03	Methylaminolevulinat	
2025	L01XD04	Aminolevulinsäure	
2025	L01XD05	Temoporfin	10,5 mg P 
2025	L01XD06	Efaproxiral	
2025	L01XD07	Padeliporfin	0,26 g P 
2025	L01XD10	Methoxsalen	
2025	L01XF  	Retinoide zur Krebsbehandlung	
2025	L01XF01	Tretinoin	
2025	L01XF02	Alitretinoin	
2025	L01XF03	Bexaroten	0,54 g O 
2025	L01XG  	Proteasom-Inhibitoren	
2025	L01XG01	Bortezomib	0,45 mg P 
2025	L01XG02	Carfilzomib	10 mg P 
2025	L01XG03	Ixazomib	0,43 mg O 
2025	L01XH  	Histon-Deacetylase (HDAC)-Inhibitoren	
2025	L01XH01	Vorinostat	
2025	L01XH02	Romidepsin	
2025	L01XH03	Panobinostat	5,7 mg O 
2025	L01XH04	Belinostat	
2025	L01XH05	Entinostat	
2025	L01XH06	Tucidinostat	
2025	L01XH07	Resminostat	
2025	L01XJ  	Hedgehog-Signalweg-Inhibitoren	
2025	L01XJ01	Vismodegib	0,15 g O 
2025	L01XJ02	Sonidegib	0,2 g O 
2025	L01XJ03	Glasdegib	0,1 g O 
2025	L01XK  	Poly-ADP-Ribose-Polymerase (PARP)-Inhibitoren	
2025	L01XK01	Olaparib	0,8 g O (Hartkapseln); 0,6 g O (Filmtabletten) 
2025	L01XK02	Niraparib	0,3 g O 
2025	L01XK03	Rucaparib	1,2 g O 
2025	L01XK04	Talazoparib	1 mg O 
2025	L01XK05	Veliparib	
2025	L01XK06	Pamiparib	
2025	L01XK52	Niraparib und Abirateron	Standarddosis: 2 DE O 
2025	L01XL  	Antineoplastische Zell- und Gentherapie	
2025	L01XL01	Sitimagen ceradenovec	
2025	L01XL02	Talimogen laherparepvec	0,14 DE P (entspr. 14 MIO PFU = Plaque-bildende Einheiten) 
2025	L01XL03	Axicabtagen ciloleucel	Standarddosis: 1 DE P 
2025	L01XL04	Tisagenlecleucel	Standarddosis: 1 DE P 
2025	L01XL05	Ciltacabtagen autoleucel	Standarddosis: 1 DE P 
2025	L01XL06	Brexucabtagen autoleucel	Standarddosis: 1 DE P 
2025	L01XL07	Idecabtagen vicleucel	Standarddosis: 1 DE P 
2025	L01XL08	Lisocabtagen maraleucel	Standarddosis: 1 DE P 
2025	L01XL09	Tabelecleucel	Standarddosis: 1 DE P 
2025	L01XL10	Nadofaragen firadenovec	
2025	L01XL11	Lifileucel	
2025	L01XL12	Obecabtagen autoleucel	
2025	L01XL90	Allogene T-Zellen, genetisch modifiziert	Standarddosis: 1 DE P 
2025	L01XM  	Isocitrat-Dehydrogenase (IDH)-Inhibitoren	
2025	L01XM01	Enasidenib	
2025	L01XM02	Ivosidenib	0,5 g O 
2025	L01XM03	Olutasidenib	
2025	L01XM04	Vorasidenib	
2025	L01XU  	Andere antineoplastische Mittel (Fortsetzung)	
2025	L01XX  	Andere antineoplastische Mittel	
2025	L01XX01	Amsacrin	
2025	L01XX02	Asparaginase	
2025	L01XX03	Altretamin	
2025	L01XX05	Hydroxycarbamid	1,75 g O 
2025	L01XX07	Lonidamin	
2025	L01XX08	Pentostatin	
2025	L01XX09	Miltefosin	
2025	L01XX10	Masoprocol	
2025	L01XX11	Estramustin	0,56 g O 
2025	L01XX16	Mitoguazon	
2025	L01XX18	Tiazofurin	
2025	L01XX23	Mitotan	
2025	L01XX24	Pegaspargase	
2025	L01XX27	Arsentrioxid	6,19 mg P 
2025	L01XX29	Denileukindiftitox	
2025	L01XX33	Celecoxib	
2025	L01XX35	Anagrelid	2 mg O 
2025	L01XX36	Oblimersen	
2025	L01XX40	Omacetaxinmepesuccinat	
2025	L01XX41	Eribulin	0,21 mg P bezogen auf Eribulin 
2025	L01XX44	Aflibercept	20 mg P 
2025	L01XX52	Venetoclax	0,4 g O 
2025	L01XX53	Vosaroxin	
2025	L01XX57	Plitidepsin	
2025	L01XX58	Epacadostat	
2025	L01XX66	Selinexor	18,6 mg O 
2025	L01XX67	Tagraxofusp	0,2 mg P 
2025	L01XX69	Lurbinectedin	
2025	L01XX72	Tazemetostat	
2025	L01XX73	Sotorasib	0,96 g O 
2025	L01XX74	Belzutifan	
2025	L01XX75	Tebentafusp	9,7 mcg P 
2025	L01XX77	Adagrasib	
2025	L01XX78	Navitoclax	
2025	L01XX79	Eflornithin	
2025	L01XX80	Imetelstat	
2025	L01XX81	Nirogacestat	
2025	L01XX82	Darinaparsin	
2025	L01XX83	para-Toluolsulfonamid	
2025	L01XX84	Pelabresib	
2025	L01XX85	Idroxiölsäure	
2025	L01XX86	Calaspargase pegol	
2025	L01XY  	Kombinationen von antineoplastischen Mitteln	
2025	L01XY01	Cytarabin und Daunorubicin	Standarddosis: 0,6 DE P 
2025	L01XY04	Bifikafusp alfa und Onfekafusp alfa	
2025	L02    	ENDOKRINE THERAPIE	
2025	L02A   	HORMONE UND VERWANDTE MITTEL	
2025	L02AA  	Estrogene	
2025	L02AA01	Diethylstilbestrol	3 mg O
2025	L02AA02	Polyestradiolphosphat	6 mg P
2025	L02AA03	Ethinylestradiol	1,5 mg O
2025	L02AA04	Fosfestrol	0,25 g O,P
2025	L02AA05	Chlorotrianisen	
2025	L02AB  	Gestagene	
2025	L02AB01	Megestrol	0,16 g O
2025	L02AB02	Medroxyprogesteron	1 g O,P
2025	L02AB03	Gestonoron	40 mg P
2025	L02AE  	Gonadotropin-Releasing-Hormon-Analoga	
2025	L02AE01	Buserelin	0,11 mg Implantat; 1,2 mg N; 1,5 mg P
2025	L02AE02	Leuprorelin	60 mcg Implantat; 1 mg P; 0,134 mg P Depotinjektion; 1 DE P pro Behandlungszeitraum für Depotarzneiformen
2025	L02AE03	Goserelin	0,129 mg Implantat
2025	L02AE04	Triptorelin	0,1 mg P; 0,134 mg P Depotinjektion
2025	L02AE05	Histrelin	0,137 mg Implantat (Freisetzungsrate 50 mcg pro Tag)
2025	L02AE51	Leuprorelin und Bicalutamid	
2025	L02AX  	Andere Hormone	
2025	L02B   	HORMONANTAGONISTEN UND VERWANDTE MITTEL	
2025	L02BA  	Antiestrogene	
2025	L02BA01	Tamoxifen	20 mg O
2025	L02BA02	Toremifen	60 mg O
2025	L02BA03	Fulvestrant	16,7 mg P
2025	L02BA04	Elacestrant	0,345 g O 
2025	L02BB  	Antiandrogene	
2025	L02BB01	Flutamid	0,75 g O
2025	L02BB02	Nilutamid	0,3 g O
2025	L02BB03	Bicalutamid	50 mg O; 0,15 g O bezogen auf die Monotherapie 
2025	L02BB04	Enzalutamid	0,16 g O
2025	L02BB05	Apalutamid	0,24 g O
2025	L02BB06	Darolutamid	1,2 g O
2025	L02BG  	Aromatase-Inhibitoren	
2025	L02BG01	Aminoglutethimid	1 g O
2025	L02BG02	Formestan	18 mg P
2025	L02BG03	Anastrozol	1 mg O
2025	L02BG04	Letrozol	2,5 mg O
2025	L02BG05	Vorozol	
2025	L02BG06	Exemestan	25 mg O
2025	L02BG09	Testolacton	
2025	L02BX  	Andere Hormonantagonisten und verwandte Mittel	
2025	L02BX01	Abarelix	3,6 mg P
2025	L02BX02	Degarelix	2,7 mg P
2025	L02BX03	Abirateron	1 g O bezogen auf Abirateronacetat
2025	L02BX04	Relugolix	0,12 g O 
2025	L02BX53	Abirateron und Corticosteroide	1 g O bezogen auf Abirateronacetat 
2025	L03    	IMMUNSTIMULANZIEN	
2025	L03A   	IMMUNSTIMULANZIEN	
2025	L03AA  	Koloniestimulierende Faktoren	
2025	L03AA02	Filgrastim	0,35 mg P bezogen auf kg Körpergewicht
2025	L03AA03	Molgramostim	0,35 mg P
2025	L03AA09	Sargramostim	0,45 mg P
2025	L03AA10	Lenograstim	0,35 mg P bezogen auf kg Körpergewicht
2025	L03AA12	Ancestim	1,4 mg P
2025	L03AA13	Pegfilgrastim	0,3 mg P
2025	L03AA14	Lipegfilgrastim	0,3 mg P
2025	L03AA15	Balugrastim	
2025	L03AA16	Empegfilgrastim	
2025	L03AA17	Pegteograstim	0,3 mg P
2025	L03AA18	Efbemalenograstim alfa	20 mg P 
2025	L03AA19	Eflapegrastim	
2025	L03AB  	Interferone	
2025	L03AB01	Interferon alfa, natürlich	2 MIO E P
2025	L03AB02	Interferon beta, natürlich	33,33 TSD E P
2025	L03AB03	Interferon gamma	40 mcg P
2025	L03AB04	Interferon alfa-2a	2 MIO E P
2025	L03AB05	Interferon alfa-2b	2 MIO E P
2025	L03AB06	Interferon alfa-n1	5 MIO E P
2025	L03AB07	Interferon beta-1a	4,3 mcg P i.m.; 18,86 mcg P s.c. 
2025	L03AB08	Interferon beta-1b	4 MIO E P
2025	L03AB09	Interferon alfacon-1	4 mcg P
2025	L03AB10	Peginterferon alfa-2b	7,5 mcg P; 15 mcg P Kombinationstherapie bei Hepatitis C 
2025	L03AB11	Peginterferon alfa-2a	26 mcg P Kombinationstherapie bei Hepatitis C
2025	L03AB12	Albinterferon alfa-2b	
2025	L03AB13	Peginterferon beta-1a	8,9 mcg P
2025	L03AB14	Cepeginterferon alfa-2b	17 mcg P
2025	L03AB15	Ropeginterferon alfa-2b	18 mcg P 
2025	L03AB16	Peginterferon alfacon-2	
2025	L03AB17	Sampeginterferon beta-1a	
2025	L03AB18	Interferon gamma-1b	
2025	L03AB60	Peginterferon alfa-2b, Kombinationen	
2025	L03AB61	Peginterferon alfa-2a, Kombinationen	
2025	L03AC  	Interleukine	
2025	L03AC01	Aldesleukin	0,2 mg P
2025	L03AC02	Oprelvekin	3,5 mg P
2025	L03AC03	Nogapendekin alfa und Inbakicept	12,5 mcg intravesikal 
2025	L03AG  	Bakterielle Immunstimulanzien	
2025	L03AG01	Enterococcus faecalis	
2025	L03AG02	Bacillus subtilis	
2025	L03AG03	Mycobacterium phlei	
2025	L03AG04	Escherichia coli	
2025	L03AG05	Bacillus cereus	
2025	L03AG50	Andere bakterielle Immunstimulanzien, Kombinationen	
2025	L03AG51	Enterococcus, Kombinationen	
2025	L03AH  	Homöopathische und anthroposophische Immunstimulanzien	
2025	L03AH01	Echinacea purpurea	
2025	L03AH02	Echinacea angustifolia	
2025	L03AH10	Verschiedene	
2025	L03AH20	Kombinationen	
2025	L03AH50	Kombinationen mit anderen Mitteln	
2025	L03AP  	Pflanzliche Immunstimulanzien	
2025	L03AP01	Echinacea-purpurea-Presssaft	0,3 g O Trockenpresssaft; 7,5 ml O Presssaft 
2025	L03AP02	Echinacea-pallida-Wurzel	0,9 g O Droge 
2025	L03AP03	Echinacea-angustifolia-Wurzel und -Kraut	
2025	L03AP50	Andere pflanzliche Immunstimulanzien, Kombinationen	
2025	L03AP51	Echinacea-purpurea-Presssaft, Kombinationen	
2025	L03AP52	Echinacea-pallida-Wurzel, Kombinationen	
2025	L03AP53	Echinacea-angustifolia-Wurzel und -Kraut, Kombinationen	
2025	L03AX  	Andere Immunstimulanzien	
2025	L03AX01	Lentinan	0,3 mg O,P
2025	L03AX02	Roquinimex	
2025	L03AX03	BCG-Impfstoff	1,8 mg intravesikal; 0,033 Darreichungsform intravesikal 
2025	L03AX04	Pegademase	
2025	L03AX05	Pidotimod	1,6 g O
2025	L03AX07	Poly I:C	
2025	L03AX08	Poly ICLC	
2025	L03AX09	Thymopentin	
2025	L03AX10	Immunocyanin	3 mg intravesikal
2025	L03AX11	Tasonermin	3,5 mg P
2025	L03AX12	Melanom-Impfstoff	
2025	L03AX13	Glatirameracetat	20 mg P
2025	L03AX14	Histamindihydrochlorid	0,5 mg P
2025	L03AX15	Mifamurtid	0,7 mg P
2025	L03AX16	Plerixafor	16,8 mg P
2025	L03AX17	Sipuleucel-T	0,071 DE P entsprechend 1 DE pro 14 Tage 
2025	L03AX18	Cridanimod	
2025	L03AX19	Dasiprotimut-T	
2025	L03AX20	Andere Organextrakte	
2025	L03AX21	Elapegademase	
2025	L03AX22	Leniolisib	
2025	L03AX23	Motixafortid	
2025	L03AX24	Mavorixafor	
2025	L03AX25	Thymuspeptide	
2025	L03AX26	Milzhydrolysat	
2025	L03AX31	Leukozyten	
2025	L03AX32	Levamisol	
2025	L03AX33	Histaglobin	
2025	L03AX50	Andere Zytokine und Immunstimulanzien, Kombinationen	
2025	L03AX82	Inosin, Kombinationen	
2025	L04    	IMMUNSUPPRESSIVA	
2025	L04A   	IMMUNSUPPRESSIVA	
2025	L04AA  	Selektive Immunsuppressiva	
2025	L04AA03	Antilymphozytäres Immunglobulin (Pferd)	1,05 g P
2025	L04AA04	Antithymozytäres Immunglobulin (Kaninchen)	0,1 g P
2025	L04AA06	Mycophenolsäure	2 g O,P bezogen auf Mycophenolatmofetil
2025	L04AA15	Alefacept	
2025	L04AA19	Gusperimus	
2025	L04AA22	Abetimus	
2025	L04AA24	Abatacept	27 mg P
2025	L04AA28	Belatacept	12,5 mg P
2025	L04AA32	Apremilast	60 mg O
2025	L04AA40	Cladribin	0,34 mg O
2025	L04AA41	Imlifidase	17,5 mg P Dosis pro Behandlungszyklus
2025	L04AA48	Belumosudil	
2025	L04AA60	Remibrutinib	
2025	L04AA61	Nerandomilast	
2025	L04AB  	Tumornekrosefaktor alpha (TNF-alpha)-Inhibitoren	
2025	L04AB01	Etanercept	7 mg P; 3 mg P Kinder DDD 
2025	L04AB02	Infliximab	3,75 mg P; 8,57 mg P s.c. 
2025	L04AB03	Afelimomab	
2025	L04AB04	Adalimumab	2,9 mg P; 1,4 mg P Kinder DDD 
2025	L04AB05	Certolizumab pegol	14 mg P
2025	L04AB06	Golimumab	1,66 mg P; 1 mg P Kinder DDD 
2025	L04AB07	Opinercept	7 mg P
2025	L04AC  	Interleukin-Inhibitoren	
2025	L04AC01	Daclizumab	5 mg P
2025	L04AC02	Basiliximab	40 mg P Dosis pro Behandlungszyklus
2025	L04AC03	Anakinra	0,1 g P
2025	L04AC04	Rilonacept	23 mg P
2025	L04AC05	Ustekinumab	0,54 mg P
2025	L04AC07	Tocilizumab	20 mg P
2025	L04AC08	Canakinumab	2,7 mg P
2025	L04AC09	Briakinumab	
2025	L04AC10	Secukinumab	10 mg P; 2,5 mg P Kinder DDD 
2025	L04AC11	Siltuximab	37 mg P
2025	L04AC12	Brodalumab	15 mg P
2025	L04AC13	Ixekizumab	2,9 mg P
2025	L04AC14	Sarilumab	14,3 mg P
2025	L04AC15	Sirukumab	
2025	L04AC16	Guselkumab	1,79 mg P
2025	L04AC17	Tildrakizumab	1,11 mg P
2025	L04AC18	Risankizumab	1,67 mg P; 6,43 mg P s.c. Morbus Crohn 
2025	L04AC19	Satralizumab	4,3 mg P
2025	L04AC20	Netakimab	
2025	L04AC21	Bimekizumab	5,7 mg P
2025	L04AC22	Spesolimab	0,9 g P Dosis pro Behandlungszyklus
2025	L04AC23	Olokizumab	
2025	L04AC24	Mirikizumab	7,1 mg P
2025	L04AC25	Levilimab	
2025	L04AC26	Goflikicept	
2025	L04AC27	Cendakimab	
2025	L04AD  	Calcineurin-Inhibitoren	
2025	L04AD01	Ciclosporin	0,25 g O,P
2025	L04AD02	Tacrolimus	5 mg O,P
2025	L04AD03	Voclosporin	47,4 mg O
2025	L04AE  	Sphingosin-1-phosphat (S1P)-Rezeptor-Modulatoren	
2025	L04AE01	Fingolimod	0,5 mg O
2025	L04AE02	Ozanimod	0,92 mg O
2025	L04AE03	Siponimod	2 mg O 
2025	L04AE04	Ponesimod	20 mg O
2025	L04AE05	Etrasimod	2 mg O 
2025	L04AF  	Janus-assoziierte Kinase (JAK)-Inhibitoren	
2025	L04AF01	Tofacitinib	10 mg O
2025	L04AF02	Baricitinib	3 mg O
2025	L04AF03	Upadacitinib	15 mg O
2025	L04AF04	Filgotinib	0,2 g O
2025	L04AF05	Itacitinib	
2025	L04AF06	Peficitinib	
2025	L04AF07	Deucravacitinib	6 mg O
2025	L04AF08	Ritlecitinib	50 mg O
2025	L04AF09	Deuruxolitinib	
2025	L04AG  	Monoklonale Antikörper	
2025	L04AG01	Muromonab-CD3	5 mg P
2025	L04AG02	Efalizumab	10 mg P
2025	L04AG03	Natalizumab	10 mg P
2025	L04AG04	Belimumab	25 mg P
2025	L04AG05	Vedolizumab	5,4 mg P
2025	L04AG06	Alemtuzumab	0,13 mg P
2025	L04AG07	Begelomab	
2025	L04AG08	Ocrelizumab	3,29 mg P; 5,11 mg P s.c. 
2025	L04AG09	Emapalumab	
2025	L04AG10	Inebilizumab	1,67 mg P 
2025	L04AG11	Anifrolumab	10,7 mg P
2025	L04AG12	Ofatumumab	0,67 mg P
2025	L04AG13	Teprotumumab	
2025	L04AG14	Ublituximab	2,68 mg P 
2025	L04AG15	Divozilimab	
2025	L04AG17	Seniprutug	
2025	L04AG18	Sibeprenlimab	
2025	L04AG19	Axatilimab	
2025	L04AH  	Mammalian target of rapamycin (mTOR)-Kinase-Inhibitoren	
2025	L04AH01	Sirolimus	3 mg O
2025	L04AH02	Everolimus	1,5 mg O
2025	L04AJ  	Komplement-Inhibitoren	
2025	L04AJ01	Eculizumab	64 mg P
2025	L04AJ02	Ravulizumab	70 mg P s.c.; 58,9 mg P 
2025	L04AJ03	Pegcetacoplan	0,3 g P
2025	L04AJ04	Sutimlimab	0,46 g P
2025	L04AJ05	Avacopan	60 mg O
2025	L04AJ06	Zilucoplan	23 mg P 
2025	L04AJ07	Crovalimab	24,3 mg P 
2025	L04AJ08	Iptacopan	0,4 g O 
2025	L04AJ09	Danicopan	0,45 g O 
2025	L04AJ10	Vilobelimab	
2025	L04AJ11	Pozelimab	
2025	L04AK  	Dihydroorotat-Dehydrogenase (DHODH)-Inhibitoren	
2025	L04AK01	Leflunomid	20 mg O
2025	L04AK02	Teriflunomid	14 mg O
2025	L04AL  	Neonatale Fc-Rezeptor (FcRn)-Inhibitoren	
2025	L04AL01	Efgartigimod alfa	4 g P s.c. Dosis pro Behandlungszyklus; 2,8 g P Dosis pro Behandlungszyklus 
2025	L04AL02	Rozanolixizumab	80 mg P 
2025	L04AL03	Nipocalimab	
2025	L04AX  	Andere Immunsuppressiva	
2025	L04AX01	Azathioprin	0,15 g O,P
2025	L04AX02	Thalidomid	0,1 g O; 0,2 g O 
2025	L04AX03	Methotrexat	2,5 mg O,P
2025	L04AX04	Lenalidomid	10 mg O
2025	L04AX05	Pirfenidon	2,4 g O
2025	L04AX06	Pomalidomid	3 mg O
2025	L04AX07	Dimethylfumarat	0,48 g O
2025	L04AX08	Darvadstrocel	Standarddosis: 4 DE P 
2025	L04AX09	Diroximelfumarat	0,924 g O
2025	L04AX10	Tegomilfumarat	
2025	L04AX18	Humane allogene mesenchymale Stromazellen	Standarddosis: 0,14 DE P 
2025	M      	MUSKEL- UND SKELETTSYSTEM	
2025	M01    	ANTIPHLOGISTIKA UND ANTIRHEUMATIKA	
2025	M01A   	NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA	
2025	M01AA  	Butylpyrazolidine	
2025	M01AA01	Phenylbutazon	0,3 g O,P,R
2025	M01AA02	Mofebutazon	0,75 g O,P
2025	M01AA03	Oxyphenbutazon	0,3 g O,R
2025	M01AA05	Clofezon	0,6 g O,R
2025	M01AA06	Kebuzon	
2025	M01AA07	Pyrazinobutazon	
2025	M01AA51	Phenylbutazon, Kombinationen	
2025	M01AA52	Mofebutazon, Kombinationen	
2025	M01AA53	Oxyphenbutazon, Kombinationen	
2025	M01AB  	Essigsäure-Derivate und verwandte Substanzen	
2025	M01AB01	Indometacin	0,1 g O,P,R
2025	M01AB02	Sulindac	0,4 g O,P,R
2025	M01AB03	Tolmetin	0,7 g O,R
2025	M01AB04	Zomepirac	0,3 g O
2025	M01AB05	Diclofenac	0,1 g O,P,R
2025	M01AB06	Alclofenac	1,25 g O,R
2025	M01AB07	Bumadizon	0,4 g O
2025	M01AB08	Etodolac	0,4 g O
2025	M01AB09	Lonazolac	0,6 g O
2025	M01AB10	Fentiazac	
2025	M01AB11	Acemetacin	0,12 g O
2025	M01AB12	Difenpiramid	
2025	M01AB13	Oxametacin	
2025	M01AB14	Proglumetacin	
2025	M01AB15	Ketorolac	30 mg O,P
2025	M01AB16	Aceclofenac	0,2 g O
2025	M01AB17	Bufexamac	
2025	M01AB19	Carbamoylphenoxyessigsäure	
2025	M01AB51	Indometacin, Kombinationen	0,1 g O,R bezogen auf Indometacin
2025	M01AB55	Diclofenac, Kombinationen	0,1 g O bezogen auf Diclofenac
2025	M01AB68	Diclofenac und Omeprazol	75 mg O bezogen auf Diclofenac 
2025	M01AB69	Carbamoylphenoxyessigsäure, Kombinationen	
2025	M01AC  	Oxicame	
2025	M01AC01	Piroxicam	20 mg O,P,R
2025	M01AC02	Tenoxicam	20 mg O,P,R
2025	M01AC03	Isoxicam	
2025	M01AC04	Droxicam	
2025	M01AC05	Lornoxicam	12 mg O,P,R
2025	M01AC06	Meloxicam	15 mg O,P,R
2025	M01AC56	Meloxicam, Kombinationen	
2025	M01AE  	Propionsäure-Derivate	
2025	M01AE01	Ibuprofen	1,2 g O,P,R; 0,4 g O,P,R Kinder DDD
2025	M01AE02	Naproxen	0,5 g O,R
2025	M01AE03	Ketoprofen	0,15 g O,P,R
2025	M01AE04	Fenoprofen	1,2 g O
2025	M01AE05	Fenbufen	0,6 g O
2025	M01AE06	Benoxaprofen	
2025	M01AE07	Suprofen	0,4 g O
2025	M01AE08	Pirprofen	0,8 g O
2025	M01AE09	Flurbiprofen	0,2 g O,R
2025	M01AE10	Indoprofen	
2025	M01AE11	Tiaprofensäure	0,6 g O,R
2025	M01AE12	Oxaprozin	0,9 g O
2025	M01AE13	Ibuproxam	
2025	M01AE14	Dexibuprofen	0,8 g O
2025	M01AE15	Flunoxaprofen	
2025	M01AE16	Alminoprofen	
2025	M01AE17	Dexketoprofen	75 mg O,P
2025	M01AE18	Naproxcinod	
2025	M01AE19	Loxoprofen	
2025	M01AE20	Pelubiprofen	90 mg O
2025	M01AE29	Carprofen	
2025	M01AE51	Ibuprofen, Kombinationen	
2025	M01AE52	Naproxen und Esomeprazol	0,5 g O bezogen auf Naproxen
2025	M01AE53	Ketoprofen, Kombinationen	
2025	M01AE56	Naproxen und Misoprostol	
2025	M01AE57	Naproxen und Diphenhydramin	
2025	M01AG  	Fenamate	
2025	M01AG01	Mefenaminsäure	1 g O
2025	M01AG02	Tolfenaminsäure	0,3 g O,R
2025	M01AG03	Flufenaminsäure	0,5 g O
2025	M01AG04	Meclofenaminsäure	
2025	M01AG06	Etofenamat	
2025	M01AH  	Coxibe	
2025	M01AH01	Celecoxib	0,2 g O
2025	M01AH02	Rofecoxib	25 mg O
2025	M01AH03	Valdecoxib	10 mg O
2025	M01AH04	Parecoxib	40 mg P
2025	M01AH05	Etoricoxib	60 mg O
2025	M01AH06	Lumiracoxib	0,1 g O
2025	M01AH07	Polmacoxib	
2025	M01AX  	Andere nichtsteroidale Antiphlogistika und Antirheumatika	
2025	M01AX01	Nabumeton	1 g O
2025	M01AX02	Nifluminsäure	0,75 g O
2025	M01AX04	Azapropazon	0,75 g O
2025	M01AX05	Glucosamin	1,5 g O bezogen auf Glucosaminsulfat
2025	M01AX07	Benzydamin	0,15 g O,R
2025	M01AX12	Glukosaminoglycanpolysulfat	50 mg P
2025	M01AX13	Proquazon	0,9 g O,R
2025	M01AX14	Orgotein	
2025	M01AX17	Nimesulid	0,2 g O
2025	M01AX18	Feprazon	
2025	M01AX21	Diacerein	
2025	M01AX22	Morniflumat	
2025	M01AX23	Tenidap	
2025	M01AX24	Oxaceprol	
2025	M01AX25	Chondroitinsulfat	
2025	M01AX26	Avocado und Sojabohnenöl, unverseift	
2025	M01AX27	Mucopolysaccharidpolyschwefelsäureester	
2025	M01AX55	Glucosamin, Kombinationen	
2025	M01AX68	Feprazon, Kombinationen	
2025	M01B   	ANTIPHLOGISTIKA/ANTIRHEUMATIKA IN KOMBINATION	
2025	M01BA  	Antiphlogistika/Antirheumatika in Kombination mit Corticosteroiden	
2025	M01BA01	Phenylbutazon und Corticosteroide	
2025	M01BA02	Dipyrocetyl und Corticosteroide	
2025	M01BA03	Acetylsalicylsäure und Corticosteroide	
2025	M01BA04	Mofebutazon und Corticosteroide	
2025	M01BA05	Oxyphenbutazon und Corticosteroide	
2025	M01BA06	Salicylamid und Corticosteroide	
2025	M01BA07	Metamizol und Corticosteroide	
2025	M01BA08	Kebuzon und Corticosteroide	
2025	M01BH  	Andere homöopathische und anthroposophische Antiphlogistika/Antirheumatika in Kombination	
2025	M01BH20	Kombinationen	
2025	M01BP  	Andere pflanzliche Antiphlogistika/Antirheumatika in Kombination	
2025	M01BP30	Kombinationen	
2025	M01BX  	Andere Antiphlogistika/Antirheumatika in Kombination mit anderen Mitteln	
2025	M01BX01	Enzyme, Kombinationen	
2025	M01BX02	Organextrakt, Kombinationen	
